ROW_ID;SOURCE_ID;SOURCE_LABEL;SOURCE_DB;SOURCE_SCHEMA;SOURCE_TABLE;SOURCE_FIELD;TARGET_ID;TARGET_LABEL;TARGET_DB;TARGET_SCHEMA;TARGET_TABLE;TARGET_FIELD;TRANSFORMATION;LINK_VALUE;RAT_SCORE;COLOR
124;15;Orders@ShipCity;MA_NorthWindDB;dbo;Orders;ShipCity;17;Orders_1997_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1997_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
125;15;Orders@ShipRegion;MA_NorthWindDB;dbo;Orders;ShipRegion;17;Orders_1997_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1997_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
126;15;Orders@ShipPostalCode;MA_NorthWindDB;dbo;Orders;ShipPostalCode;17;Orders_1997_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1997_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
127;15;Orders@ShipCountry;MA_NorthWindDB;dbo;Orders;ShipCountry;17;Orders_1997_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1997_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
128;15;Orders@OrderID;MA_NorthWindDB;dbo;Orders;OrderID;19;Orders_Extract@OrderID;MA_NorthWindDB;dbo;Orders_Extract;OrderID;;1;0;aliceblue
129;15;Orders@CustomerID;MA_NorthWindDB;dbo;Orders;CustomerID;19;Orders_Extract@CustomerID;MA_NorthWindDB;dbo;Orders_Extract;CustomerID;;1;0;aliceblue
130;15;Orders@EmployeeID;MA_NorthWindDB;dbo;Orders;EmployeeID;19;Orders_Extract@EmployeeID;MA_NorthWindDB;dbo;Orders_Extract;EmployeeID;;1;0;aliceblue
131;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;19;Orders_Extract@OrderDate;MA_NorthWindDB;dbo;Orders_Extract;OrderDate;;1;0;aliceblue
132;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;19;Orders_Extract@OrderDate_Month;MA_NorthWindDB;dbo;Orders_Extract;OrderDate_Month;CAST(DATEFROMPARTS(DATEPART(year, OrderDate), DATEPART(month, OrderDate),1) as DATETIME);1;0;orangered
133;15;Orders@RequiredDate;MA_NorthWindDB;dbo;Orders;RequiredDate;19;Orders_Extract@RequiredDate;MA_NorthWindDB;dbo;Orders_Extract;RequiredDate;;1;0;aliceblue
134;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;19;Orders_Extract@Days_order_shipment;MA_NorthWindDB;dbo;Orders_Extract;Days_order_shipment;DATEDIFF(day, OrderDate, ShippedDate);1;0;orangered
135;15;Orders@ShippedDate;MA_NorthWindDB;dbo;Orders;ShippedDate;19;Orders_Extract@Days_order_shipment;MA_NorthWindDB;dbo;Orders_Extract;Days_order_shipment;DATEDIFF(day, OrderDate, ShippedDate);1;0;orangered
136;15;Orders@ShippedDate;MA_NorthWindDB;dbo;Orders;ShippedDate;19;Orders_Extract@ShippedDate;MA_NorthWindDB;dbo;Orders_Extract;ShippedDate;;1;0;aliceblue
137;15;Orders@ShipVia;MA_NorthWindDB;dbo;Orders;ShipVia;19;Orders_Extract@ShipVia;MA_NorthWindDB;dbo;Orders_Extract;ShipVia;;1;0;aliceblue
138;15;Orders@Freight;MA_NorthWindDB;dbo;Orders;Freight;19;Orders_Extract@Freight;MA_NorthWindDB;dbo;Orders_Extract;Freight;;1;0;aliceblue
139;15;Orders@ShipName;MA_NorthWindDB;dbo;Orders;ShipName;19;Orders_Extract@ShipName;MA_NorthWindDB;dbo;Orders_Extract;ShipName;;1;0;aliceblue
140;15;Orders@ShipAddress;MA_NorthWindDB;dbo;Orders;ShipAddress;19;Orders_Extract@ShipAddress;MA_NorthWindDB;dbo;Orders_Extract;ShipAddress;;1;0;aliceblue
141;15;Orders@ShipCity;MA_NorthWindDB;dbo;Orders;ShipCity;19;Orders_Extract@ShipCity;MA_NorthWindDB;dbo;Orders_Extract;ShipCity;;1;0;aliceblue
142;15;Orders@ShipRegion;MA_NorthWindDB;dbo;Orders;ShipRegion;19;Orders_Extract@ShipRegion;MA_NorthWindDB;dbo;Orders_Extract;ShipRegion;;1;0;aliceblue
143;15;Orders@ShipPostalCode;MA_NorthWindDB;dbo;Orders;ShipPostalCode;19;Orders_Extract@ShipPostalCode;MA_NorthWindDB;dbo;Orders_Extract;ShipPostalCode;;1;0;aliceblue
144;15;Orders@ShipCountry;MA_NorthWindDB;dbo;Orders;ShipCountry;19;Orders_Extract@ShipCountry;MA_NorthWindDB;dbo;Orders_Extract;ShipCountry;;1;0;aliceblue
145;15;Orders@ShipAddress;MA_NorthWindDB;dbo;Orders;ShipAddress;19;Orders_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
146;15;Orders@ShipCity;MA_NorthWindDB;dbo;Orders;ShipCity;19;Orders_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
147;15;Orders@ShipRegion;MA_NorthWindDB;dbo;Orders;ShipRegion;19;Orders_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
148;15;Orders@ShipPostalCode;MA_NorthWindDB;dbo;Orders;ShipPostalCode;19;Orders_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
149;15;Orders@ShipCountry;MA_NorthWindDB;dbo;Orders;ShipCountry;19;Orders_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
150;15;Orders@OrderID;MA_NorthWindDB;dbo;Orders;OrderID;18;Orders_1998_Extract@OrderID;MA_NorthWindDB;dbo;Orders_1998_Extract;OrderID;;1;0;aliceblue
151;15;Orders@CustomerID;MA_NorthWindDB;dbo;Orders;CustomerID;18;Orders_1998_Extract@CustomerID;MA_NorthWindDB;dbo;Orders_1998_Extract;CustomerID;;1;0;aliceblue
152;15;Orders@EmployeeID;MA_NorthWindDB;dbo;Orders;EmployeeID;18;Orders_1998_Extract@EmployeeID;MA_NorthWindDB;dbo;Orders_1998_Extract;EmployeeID;;1;0;aliceblue
153;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;18;Orders_1998_Extract@OrderDate;MA_NorthWindDB;dbo;Orders_1998_Extract;OrderDate;;1;0;aliceblue
154;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;18;Orders_1998_Extract@OrderDate_Month;MA_NorthWindDB;dbo;Orders_1998_Extract;OrderDate_Month;CAST(DATEFROMPARTS(DATEPART(year, OrderDate), DATEPART(month, OrderDate),1) as DATETIME);1;0;orangered
155;15;Orders@RequiredDate;MA_NorthWindDB;dbo;Orders;RequiredDate;18;Orders_1998_Extract@RequiredDate;MA_NorthWindDB;dbo;Orders_1998_Extract;RequiredDate;;1;0;aliceblue
156;15;Orders@OrderDate;MA_NorthWindDB;dbo;Orders;OrderDate;18;Orders_1998_Extract@Days_order_shipment;MA_NorthWindDB;dbo;Orders_1998_Extract;Days_order_shipment;DATEDIFF(day, OrderDate, ShippedDate);1;0;orangered
157;15;Orders@ShippedDate;MA_NorthWindDB;dbo;Orders;ShippedDate;18;Orders_1998_Extract@Days_order_shipment;MA_NorthWindDB;dbo;Orders_1998_Extract;Days_order_shipment;DATEDIFF(day, OrderDate, ShippedDate);1;0;orangered
158;15;Orders@ShippedDate;MA_NorthWindDB;dbo;Orders;ShippedDate;18;Orders_1998_Extract@ShippedDate;MA_NorthWindDB;dbo;Orders_1998_Extract;ShippedDate;;1;0;aliceblue
159;15;Orders@ShipVia;MA_NorthWindDB;dbo;Orders;ShipVia;18;Orders_1998_Extract@ShipVia;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipVia;;1;0;aliceblue
160;15;Orders@Freight;MA_NorthWindDB;dbo;Orders;Freight;18;Orders_1998_Extract@Freight;MA_NorthWindDB;dbo;Orders_1998_Extract;Freight;;1;0;aliceblue
161;15;Orders@ShipName;MA_NorthWindDB;dbo;Orders;ShipName;18;Orders_1998_Extract@ShipName;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipName;;1;0;aliceblue
162;15;Orders@ShipAddress;MA_NorthWindDB;dbo;Orders;ShipAddress;18;Orders_1998_Extract@ShipAddress;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddress;;1;0;aliceblue
163;15;Orders@ShipCity;MA_NorthWindDB;dbo;Orders;ShipCity;18;Orders_1998_Extract@ShipCity;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipCity;;1;0;aliceblue
164;15;Orders@ShipRegion;MA_NorthWindDB;dbo;Orders;ShipRegion;18;Orders_1998_Extract@ShipRegion;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipRegion;;1;0;aliceblue
165;15;Orders@ShipPostalCode;MA_NorthWindDB;dbo;Orders;ShipPostalCode;18;Orders_1998_Extract@ShipPostalCode;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipPostalCode;;1;0;aliceblue
166;15;Orders@ShipCountry;MA_NorthWindDB;dbo;Orders;ShipCountry;18;Orders_1998_Extract@ShipCountry;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipCountry;;1;0;aliceblue
167;15;Orders@ShipAddress;MA_NorthWindDB;dbo;Orders;ShipAddress;18;Orders_1998_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
168;15;Orders@ShipCity;MA_NorthWindDB;dbo;Orders;ShipCity;18;Orders_1998_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
169;15;Orders@ShipRegion;MA_NorthWindDB;dbo;Orders;ShipRegion;18;Orders_1998_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
170;15;Orders@ShipPostalCode;MA_NorthWindDB;dbo;Orders;ShipPostalCode;18;Orders_1998_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
171;15;Orders@ShipCountry;MA_NorthWindDB;dbo;Orders;ShipCountry;18;Orders_1998_Extract@ShipAddressConcat;MA_NorthWindDB;dbo;Orders_1998_Extract;ShipAddressConcat;CONCAT(ShipAddress, ' ', ShipCity, ' ', ShipRegion, ' ', ShipPostalCode, ' ', ShipCountry);1;0;orangered
172;20;Products@ProductID;MA_NorthWindDB;dbo;Products;ProductID;21;Products_Extract@ProductID;MA_NorthWindDB;dbo;Products_Extract;ProductID;;1;0;aliceblue
173;20;Products@ProductName;MA_NorthWindDB;dbo;Products;ProductName;21;Products_Extract@ProductName;MA_NorthWindDB;dbo;Products_Extract;ProductName;;1;0;aliceblue
174;20;Products@QuantityPerUnit;MA_NorthWindDB;dbo;Products;QuantityPerUnit;21;Products_Extract@beverage;MA_NorthWindDB;dbo;Products_Extract;beverage;"case 
		when QuantityPerUnit like '%bottles' THEN 'BEVERAGE'
		ELSE NULL END AS beverage";1;0;orangered
175;20;Products@SupplierID;MA_NorthWindDB;dbo;Products;SupplierID;21;Products_Extract@SupplierID;MA_NorthWindDB;dbo;Products_Extract;SupplierID;;1;0;aliceblue
176;20;Products@CategoryID;MA_NorthWindDB;dbo;Products;CategoryID;21;Products_Extract@CategoryID;MA_NorthWindDB;dbo;Products_Extract;CategoryID;;1;0;aliceblue
177;20;Products@QuantityPerUnit;MA_NorthWindDB;dbo;Products;QuantityPerUnit;21;Products_Extract@QuantityPerUnit;MA_NorthWindDB;dbo;Products_Extract;QuantityPerUnit;;1;0;aliceblue
178;20;Products@UnitPrice;MA_NorthWindDB;dbo;Products;UnitPrice;21;Products_Extract@UnitPrice;MA_NorthWindDB;dbo;Products_Extract;UnitPrice;;1;0;aliceblue
179;20;Products@UnitsInStock;MA_NorthWindDB;dbo;Products;UnitsInStock;21;Products_Extract@StockShortage;MA_NorthWindDB;dbo;Products_Extract;StockShortage;"case 
		when UnitsInStock < UnitsOnOrder THEN CAST((UnitsInStock-UnitsOnOrder) as VARCHAR)
		WHEN UnitsOnOrder > 0 and UnitsInStock = UnitsOnOrder THEN 'No stock left'
		WHEN UnitsOnOrder > 0 and (UnitsInStock - UnitsOnOrder) < ReorderLevel THEN 'time to reorder'
		ELSE NULL END AS StockShortage";1;0;orangered
180;20;Products@UnitsOnOrder;MA_NorthWindDB;dbo;Products;UnitsOnOrder;21;Products_Extract@StockShortage;MA_NorthWindDB;dbo;Products_Extract;StockShortage;"case 
		when UnitsInStock < UnitsOnOrder THEN CAST((UnitsInStock-UnitsOnOrder) as VARCHAR)
		WHEN UnitsOnOrder > 0 and UnitsInStock = UnitsOnOrder THEN 'No stock left'
		WHEN UnitsOnOrder > 0 and (UnitsInStock - UnitsOnOrder) < ReorderLevel THEN 'time to reorder'
		ELSE NULL END AS StockShortage";1;0;orangered
181;20;Products@UnitsInStock;MA_NorthWindDB;dbo;Products;UnitsInStock;21;Products_Extract@UnitsInStock;MA_NorthWindDB;dbo;Products_Extract;UnitsInStock;;1;0;aliceblue
182;20;Products@UnitsOnOrder;MA_NorthWindDB;dbo;Products;UnitsOnOrder;21;Products_Extract@UnitsOnOrder;MA_NorthWindDB;dbo;Products_Extract;UnitsOnOrder;;1;0;aliceblue
183;20;Products@ReorderLevel;MA_NorthWindDB;dbo;Products;ReorderLevel;21;Products_Extract@ReorderLevel;MA_NorthWindDB;dbo;Products_Extract;ReorderLevel;;1;0;aliceblue
184;20;Products@Discontinued;MA_NorthWindDB;dbo;Products;Discontinued;21;Products_Extract@Discontinued;MA_NorthWindDB;dbo;Products_Extract;Discontinued;;1;0;aliceblue
185;22;Region@RegionID;MA_NorthWindDB;dbo;Region;RegionID;23;Region_Extract@RegionID;MA_NorthWindDB;dbo;Region_Extract;RegionID;;1;0;aliceblue
186;22;Region@RegionDescription;MA_NorthWindDB;dbo;Region;RegionDescription;23;Region_Extract@RegionDescription;MA_NorthWindDB;dbo;Region_Extract;RegionDescription;;1;0;aliceblue
187;26;Suppliers@SupplierID;MA_NorthWindDB;dbo;Suppliers;SupplierID;27;Suppliers_Extract@SupplierID;MA_NorthWindDB;dbo;Suppliers_Extract;SupplierID;;1;0;aliceblue
188;26;Suppliers@CompanyName;MA_NorthWindDB;dbo;Suppliers;CompanyName;27;Suppliers_Extract@CompanyName;MA_NorthWindDB;dbo;Suppliers_Extract;CompanyName;;1;0;aliceblue
189;26;Suppliers@ContactName;MA_NorthWindDB;dbo;Suppliers;ContactName;27;Suppliers_Extract@ContactName;MA_NorthWindDB;dbo;Suppliers_Extract;ContactName;;1;0;aliceblue
190;26;Suppliers@ContactTitle;MA_NorthWindDB;dbo;Suppliers;ContactTitle;27;Suppliers_Extract@ContactTitle;MA_NorthWindDB;dbo;Suppliers_Extract;ContactTitle;;1;0;aliceblue
191;26;Suppliers@Address;MA_NorthWindDB;dbo;Suppliers;Address;27;Suppliers_Extract@Address;MA_NorthWindDB;dbo;Suppliers_Extract;Address;;1;0;aliceblue
192;26;Suppliers@City;MA_NorthWindDB;dbo;Suppliers;City;27;Suppliers_Extract@City;MA_NorthWindDB;dbo;Suppliers_Extract;City;;1;0;aliceblue
193;26;Suppliers@Region;MA_NorthWindDB;dbo;Suppliers;Region;27;Suppliers_Extract@Region;MA_NorthWindDB;dbo;Suppliers_Extract;Region;;1;0;aliceblue
194;20;Products@PostalCode;MA_NorthWindDB;dbo;Products;PostalCode;27;Suppliers_Extract@PostalCode;MA_NorthWindDB;dbo;Suppliers_Extract;PostalCode;;1;0;aliceblue
195;20;Products@Country;MA_NorthWindDB;dbo;Products;Country;27;Suppliers_Extract@Country;MA_NorthWindDB;dbo;Suppliers_Extract;Country;;1;0;aliceblue
196;20;Products@Phone;MA_NorthWindDB;dbo;Products;Phone;27;Suppliers_Extract@Phone;MA_NorthWindDB;dbo;Suppliers_Extract;Phone;;1;0;aliceblue
197;20;Products@Fax;MA_NorthWindDB;dbo;Products;Fax;27;Suppliers_Extract@Fax;MA_NorthWindDB;dbo;Suppliers_Extract;Fax;;1;0;aliceblue
198;24;Shippers@ShipperID;MA_NorthWindDB;dbo;Shippers;ShipperID;25;Shippers_Extract@ShipperID;MA_NorthWindDB;dbo;Shippers_Extract;ShipperID;;1;0;aliceblue
199;24;Shippers@CompanyName;MA_NorthWindDB;dbo;Shippers;CompanyName;25;Shippers_Extract@CompanyName;MA_NorthWindDB;dbo;Shippers_Extract;CompanyName;;1;0;aliceblue
200;24;Shippers@Phone;MA_NorthWindDB;dbo;Shippers;Phone;25;Shippers_Extract@Phone;MA_NorthWindDB;dbo;Shippers_Extract;Phone;;1;0;aliceblue
201;28;Territories@TerritoryID;MA_NorthWindDB;dbo;Territories;TerritoryID;29;Territories_Extract@TerritoryID;MA_NorthWindDB;dbo;Territories_Extract;TerritoryID;;1;0;aliceblue
202;28;Territories@TerritoryDescription;MA_NorthWindDB;dbo;Territories;TerritoryDescription;29;Territories_Extract@TerritoryDescription;MA_NorthWindDB;dbo;Territories_Extract;TerritoryDescription;;1;0;aliceblue
203;28;Territories@RegionID;MA_NorthWindDB;dbo;Territories;RegionID;29;Territories_Extract@RegionID;MA_NorthWindDB;dbo;Territories_Extract;RegionID;;1;0;aliceblue
203;0;[Order Details]@OrderID;MA_NorthWindDB;dbo;[Order Details];OrderID;11;Order_Details_Extract@OrderID;MA_NorthWindDB;dbo;Order_Details_Extract;OrderID;;1;0;aliceblue
203;0;[Order Details]@ProductID;MA_NorthWindDB;dbo;[Order Details];ProductID;11;Order_Details_Extract@ProductID;MA_NorthWindDB;dbo;Order_Details_Extract;ProductID;;1;0;aliceblue
203;0;[Order Details]@UnitPrice;MA_NorthWindDB;dbo;[Order Details];UnitPrice;11;Order_Details_Extract@UnitPrice;MA_NorthWindDB;dbo;Order_Details_Extract;UnitPrice;;1;0;aliceblue
203;0;[Order Details]@Quantity;MA_NorthWindDB;dbo;[Order Details];Quantity;11;Order_Details_Extract@Quantity;MA_NorthWindDB;dbo;Order_Details_Extract;Quantity;;1;0;aliceblue
203;0;[Order Details]@Discount;MA_NorthWindDB;dbo;[Order Details];Discount;11;Order_Details_Extract@Discount;MA_NorthWindDB;dbo;Order_Details_Extract;Discount;;1;0;aliceblue
204;9;Order_Details_Order_AGGR@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;NrOfProducts;11;Order_Details_Extract@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_Extract;NrOfProducts;;1;0;aliceblue
205;9;Order_Details_Order_AGGR@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;avg_order_unitprice;11;Order_Details_Extract@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_Extract;avg_order_unitprice;;1;0;aliceblue
206;9;Order_Details_Order_AGGR@max_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;max_order_discount;11;Order_Details_Extract@max_order_discount;MA_NorthWindDB;dbo;Order_Details_Extract;max_order_discount;;1;0;aliceblue
207;9;Order_Details_Order_AGGR@min_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;min_order_discount;11;Order_Details_Extract@min_order_discount;MA_NorthWindDB;dbo;Order_Details_Extract;min_order_discount;;1;0;aliceblue
208;9;Order_Details_Order_AGGR@total_quantity;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;total_quantity;11;Order_Details_Extract@ total_quantity;MA_NorthWindDB;dbo;Order_Details_Extract; total_quantity;;1;0;aliceblue
209;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;11;Order_Details_Extract@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Extract;product_quantity_year;;1;0;aliceblue
210;0;[Order Details]@quantity;MA_NorthWindDB;dbo;[Order Details];quantity;11;Order_Details_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
211;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;11;Order_Details_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
212;0;[Order Details]@OrderID;MA_NorthWindDB;dbo;[Order Details];OrderID;12;Order_Details_1996_Extract@OrderID;MA_NorthWindDB;dbo;Order_Details_1996_Extract;OrderID;;1;0;aliceblue
213;0;[Order Details]@ProductID;MA_NorthWindDB;dbo;[Order Details];ProductID;12;Order_Details_1996_Extract@ProductID;MA_NorthWindDB;dbo;Order_Details_1996_Extract;ProductID;;1;0;aliceblue
214;0;[Order Details]@UnitPrice;MA_NorthWindDB;dbo;[Order Details];UnitPrice;12;Order_Details_1996_Extract@UnitPrice;MA_NorthWindDB;dbo;Order_Details_1996_Extract;UnitPrice;;1;0;aliceblue
215;0;[Order Details]@Quantity;MA_NorthWindDB;dbo;[Order Details];Quantity;12;Order_Details_1996_Extract@Quantity;MA_NorthWindDB;dbo;Order_Details_1996_Extract;Quantity;;1;0;aliceblue
216;0;[Order Details]@Discount;MA_NorthWindDB;dbo;[Order Details];Discount;12;Order_Details_1996_Extract@Discount;MA_NorthWindDB;dbo;Order_Details_1996_Extract;Discount;;1;0;aliceblue
217;9;Order_Details_Order_AGGR@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;NrOfProducts;12;Order_Details_1996_Extract@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_1996_Extract;NrOfProducts;;1;0;aliceblue
218;9;Order_Details_Order_AGGR@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;avg_order_unitprice;12;Order_Details_1996_Extract@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_1996_Extract;avg_order_unitprice;;1;0;aliceblue
219;9;Order_Details_Order_AGGR@max_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;max_order_discount;12;Order_Details_1996_Extract@max_order_discount;MA_NorthWindDB;dbo;Order_Details_1996_Extract;max_order_discount;;1;0;aliceblue
220;9;Order_Details_Order_AGGR@min_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;min_order_discount;12;Order_Details_1996_Extract@min_order_discount;MA_NorthWindDB;dbo;Order_Details_1996_Extract;min_order_discount;;1;0;aliceblue
221;9;Order_Details_Order_AGGR@total_quantity;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;total_quantity;12;Order_Details_1996_Extract@ total_quantity;MA_NorthWindDB;dbo;Order_Details_1996_Extract; total_quantity;;1;0;aliceblue
222;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;12;Order_Details_1996_Extract@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1996_Extract;product_quantity_year;;1;0;aliceblue
223;0;[Order Details]@quantity;MA_NorthWindDB;dbo;[Order Details];quantity;12;Order_Details_1996_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1996_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
224;10;Order_Details_Product_AGGR@product_quantity_year;MA_NorthWindDB;dbo;Order_Details_Product_AGGR;product_quantity_year;12;Order_Details_1996_Extract@perc_of_product_quantity_year;MA_NorthWindDB;dbo;Order_Details_1996_Extract;perc_of_product_quantity_year;round((cast(a.quantity as numeric (10,2))/cast(d.product_quantity_year as numeric (10,2)))*100,1);1;0;orangered
225;0;[Order Details]@OrderID;MA_NorthWindDB;dbo;[Order Details];OrderID;13;Order_Details_1997_Extract@OrderID;MA_NorthWindDB;dbo;Order_Details_1997_Extract;OrderID;;1;0;aliceblue
226;0;[Order Details]@ProductID;MA_NorthWindDB;dbo;[Order Details];ProductID;13;Order_Details_1997_Extract@ProductID;MA_NorthWindDB;dbo;Order_Details_1997_Extract;ProductID;;1;0;aliceblue
227;0;[Order Details]@UnitPrice;MA_NorthWindDB;dbo;[Order Details];UnitPrice;13;Order_Details_1997_Extract@UnitPrice;MA_NorthWindDB;dbo;Order_Details_1997_Extract;UnitPrice;;1;0;aliceblue
228;0;[Order Details]@Quantity;MA_NorthWindDB;dbo;[Order Details];Quantity;13;Order_Details_1997_Extract@Quantity;MA_NorthWindDB;dbo;Order_Details_1997_Extract;Quantity;;1;0;aliceblue
229;0;[Order Details]@Discount;MA_NorthWindDB;dbo;[Order Details];Discount;13;Order_Details_1997_Extract@Discount;MA_NorthWindDB;dbo;Order_Details_1997_Extract;Discount;;1;0;aliceblue
230;9;Order_Details_Order_AGGR@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;NrOfProducts;13;Order_Details_1997_Extract@NrOfProducts;MA_NorthWindDB;dbo;Order_Details_1997_Extract;NrOfProducts;;1;0;aliceblue
231;9;Order_Details_Order_AGGR@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;avg_order_unitprice;13;Order_Details_1997_Extract@avg_order_unitprice;MA_NorthWindDB;dbo;Order_Details_1997_Extract;avg_order_unitprice;;1;0;aliceblue
232;9;Order_Details_Order_AGGR@max_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;max_order_discount;13;Order_Details_1997_Extract@max_order_discount;MA_NorthWindDB;dbo;Order_Details_1997_Extract;max_order_discount;;1;0;aliceblue
233;9;Order_Details_Order_AGGR@min_order_discount;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;min_order_discount;13;Order_Details_1997_Extract@min_order_discount;MA_NorthWindDB;dbo;Order_Details_1997_Extract;min_order_discount;;1;0;aliceblue
234;9;Order_Details_Order_AGGR@total_quantity;MA_NorthWindDB;dbo;Order_Details_Order_AGGR;total_quantity;13;Order_Details_1997_Extract@ total_quantity;MA_NorthWindDB;dbo;Order_Details_1997_Extract; total_quantity;;1;0;aliceblue
